Word,Frequency
chondithandiza,1
sindinavute,1
tizilumikizana,1
ndimugulire,1
adzangokutayitsani,1
mukatulukira,1
musamale,1
sungagumuke,1
musamudalire,1
wanuyu,1
mwazikonzera,1
chikatheka,1
tingamapezere,1
tisakuyankhulana,1
sakuyankha,1
ndiziidziwa,1
kapsala,1
vetiva,1
mgula,1
salowanso,1
kudikha,1
adzatipatse,1
tiliko,1
tikulimira,1
adzadzionere,1
ndikadziwe,1
zinatiwawa,1
tikumagulitsa,1
timangogulitsa,1
sitimakudziwa,1
ziwiriakuchimuna,1
ndingakulangizeni,1
munatha,1
anapitako,1
misikali,1
oyendayendawo,1
kawakambireni,1
mudangotengana,1
simunandiuze,1
adanditsatira,1
mukatule,1
paipa,1
kuchikazi,1
ndizidya,1
nkati,1
kafunseni,1
unie,1
kimwezi,1
bani,1
mumandinena,1
waumphawi,1
amake,1
sindidamvepo,1
makzi,1
yosonyezera,1
tikhalire,1
kumulipirira,1
adandisamutsira,1
adayikanika,1
mukuchidziwa,1
ndidaitengera,1
ichoka,1
likangofika,1
ukanka,1
mtembvo,1
saoneka,1
mukunyasitsa,1
adzakubweretserani,1
nditayitengera,1
paliombo,1
timakufunirani,1
tikamakutsutsani,1
omutsutsa,1
wayekhayekha,1
mwaiwalatu,1
amanenedwa,1
kuchipululu,1
adatafunira,1
adanyambitira,1
akunyamula,1
mfwemfwemfwe,1
ndegeyu,1
ndilaweko,1
ndikangoti,1
simunkamutsutsa,1
nsenga,1
mmahekitala,1
chamthirira,1
ankakwera,1
ndikhozanso,1
choyenda,1
timakumbukatu,1
akamakalipa,1
tisanamupatse,1
khazikitsani,1
amaganizanso,1
zamchere,1
akangolawa,1
masauzande,1
vesipusi,1
amerigo,1
sindidya,1
mukamalankhula,1
kungolifoola,1
ringston,1
adazitolera,1
zidandipita,1
ataika,1
nike,1
zikwanjeyo,1
lathapo,1
filling,1
tiwaphe,1
tilowe,1
titati,1
zosayenerazi,1
musathe,1
zimakukhudzani,1
hava,1
angathire,1
onesmus,1
njerego,1
musayense,1
gooooood,1
sindidamuyankhe,1
quary,1
adzawaka,1
kuwonongako,1
kumasanoko,1
sindinakumalizireni,1
kilimpulini,1
kafucheche,1
kapunthabuye,1
udzaweruzidwa,1
uweruzira,1
lisadalowerere,1
panthumbira,1
ukumudziwa,1
mudapatsana,1
zochezera,1
zikumandidutsa,1
mwalifunitsitsa,1
kamtima,1
mukuonetsa,1
atapusitsa,1
adakupatsani,1
mudaitenga,1
mumufunsire,1
simunanene,1
ndimukhululupirire,1
timangoimbirana,1
sitinaonanepo,1
kukukanizaniko,1
wamkaziyo,1
tidamvaponso,1
awakhiya,1
mubadwe,1
tidazimva,1
muzinena,1
dzombelo,1
lidakagwiranso,1
sitinakumanepo,1
tidamangitsa,1
sindikhala,1
sizindikhudza,1
yaikazi,1
zimadziwana,1
adaphaphalitsa,1
mukuphwanya,1
sitikapeza,1
mukudzitcha,1
zitatsegulidwa,1
lowatenga,1
oweruzira,1
angakhalire,1
zakusukulu,1
sitiphunzitsa,1
asasusukire,1
zankhuli,1
tikunenetsa,1
musasusukire,1
kumavutowa,1
kasito,1
austo,1
ilowera,1
dick,1
yalero,1
awakope,1
dzombeunduna,1
wolangidwayo,1
chizifanana,1
chikuperekedwa,1
kukhotetserakhotetsera,1
nkuwongola,1
chikuperekedwacho,1
walakwira,1
tikawaongole,1
wauchigawenga,1
fipronil,1
adziombole,1
ayisunge,1
diversion,1
mpatutso,1
kaweruzidwe,1
ireland,1
nkupitirira,1
mukuyembekezera,1
khalani,1
zikundisowetsa,1
chonsechotu,1
ndijuyenda,1
langayo,1
lachithunzi,1
chakuyi,1
wandiyamikira,1
takwatirana,1
wakamulowerera,1
gonekere,1
madulira,1
asakulongosoka,1
uiwaleko,1
akukuyankha,1
ndikuonekera,1
nchokinga,1
zikumusangalatsa,1
akateto,1
nsanjeyo,1
inyanya,1
adakipatsa,1
khbwezeredwa,1
ndimutsatirebe,1
kukukopa,1
akakuuza,1
ikaperekedwa,1
christo,1
ndimtsatire,1
adandipangitsira,1
chithandizonso,1
saimba,1
fiesta,1
utsogoeri,1
tandiuzani,1
ndidaulandila,1
wakhama,1
taipa,1
likadakhoza,1
kumaderera,1
kuongoka,1
yolemekezeka,1
azimayiwo,1
osasankhako,1
kukamalizira,1
yongoyenera,1
ndiyokhazikika,1
pamapezeka,1
aziphunzirako,1
pagamulidwa,1
pachiposezo,1
lakufalo,1
mosakaika,1
lopopera,1
musadye,1
chipopereni,1
mudanenapo,1
siutengera,1
carefully,1
jump,1
mudzathana,1
mudawauza,1
ndakuchitirani,1
ufufmuwo,1
wakhutira,1
watsogolerapo,1
kundagala,1
irene,1
ntchalo,1
shunga,1
idayankhula,1
akupoperedwawo,1
adaphunzirazo,1
amakayeserera,1
mlowammaloyo,1
pazauchigawenga,1
amakakumanako,1
poyamikira,1
adalakhula,1
adasinthiratu,1
laphunzitsapo,1
angasinthire,1
lidayambitsa,1
amawagawira,1
amaitanitsa,1
angadzalowe,1
chifumulo,1
angavale,1
annabel,1
yankhojaji,1
mkanjo,1
nkuveka,1
idapopera,1
amakolo,1
pamwambopo,1
okometsela,1
mwachidziwikile,1
akwina,1
oveka,1
azimutsatira,1
ndiwolimbika,1
ukuvekedwawo,1
germs,1
amatitchula,1
akulipitsidwa,1
akumadabwa,1
tidachedwa,1
ntandire,1
adatitsitsira,1
isanayambe,1
nkumutenga,1
akatsitse,1
azimuuza,1
amatitsitsira,1
zimawasokoneza,1
amatsitsira,1
kuseweramo,1
ngosaonekera,1
tidavutika,1
chimaposa,1
kukatiika,1
akuchitazo,1
sakudandaula,1
amasuti,1
kutchito,1
wokwerera,1
zimasunga,1
ataunjika,1
zimachulutsa,1
mufufuze,1
tikukhomerera,1
zikutsata,1
ataonetsetsa,1
mosatsutsa,1
valeson,1
chichepe,1
otchukira,1
amasewero,1
wanthetemya,1
adawabalalitsa,1
madaraiva,1
pokopoko,1
muzindawu,1
makona,1
siwale,1
lukes,1
akaupime,1
akaunikirane,1
yowetezeka,1
chingweyo,1
ndimaziimba,1
ndimaphatikiza,1
akhote,1
akudutsazo,1
mmakwalalamo,1
zammakwalala,1
wachititsa,1
wakanyamukanso,1
kulipiranso,1
suyenera,1
sudayambire,1
kukatisiya,1
amakokolola,1
ntchetche,1
zamakonowa,1
apawa,1
safintra,1
shakira,1
anonga,1
ukalakwa,1
zolembalemba,1
betisezala,1
mumudziwa,1
asanakhudze,1
ndiopeweka,1
fasho,1
akuchitenga,1
udakazungulirako,1
ndikudziwiratu,1
mukutinso,1
wopalasa,1
mudabweretsa,1
kuyankhira,1
msamati,1
msangwana,1
ukapsala,1
kuyalutsa,1
lapana,1
lapani,1
wakatumikira,1
simulapa,1
zikusautsani,1
simutetezedwa,1
kukulikhani,1
pakhoma,1
poyiganizira,1
bwinopac,1
akundionetsa,1
zikuphulikazi,1
asanalape,1
akungomulakwira,1
mbalambanda,1
zinavutatu,1
idapezanso,1
kukaziika,1
zimakatenga,1
mmisinje,1
kufinka,1
yokhayi,1
zikaonjeza,1
agangalama,1
ikuyaka,1
usadabwerere,1
ukachite,1
akakugwira,1
kokapanga,1
kukugwira,1
adagwidwira,1
samamvetsa,1
utalemba,1
atangopulumutsamo,1
imayaka,1
chokabutsa,1
wodandaulayu,1
udakafika,1
womangidwawa,1
womangidwayu,1
chimbaka,1
zimathamangira,1
koyatsa,1
mdaopamudzi,1
kobutsa,1
atagamulidwa,1
pophitsa,1
asanadye,1
zimanyamulapo,1
kukatera,1
winston,1
kupanganso,1
ndapangapo,1
ndimatsegula,1
sangadzimangilire,1
ndiimire,1
zamitundu,1
pambewu,1
pazoimbaimba,1
amangamanga,1
yowatukulira,1
ndimawapatsa,1
ungabzale,1
ndidakula,1
zafikira,1
adzaukira,1
ungapezeke,1
mudaima,1
powanyonga,1
pataleo,1
nyoka,1
nditatsegula,1
ndidasuntha,1
nditachitapo,1
multipliers,1
zimodzi,1
sakhulupirira,1
idzaukirana,1
kapezeka,1
ivuta,1
ndimanka,1
yopangidwa,1
musabuside,1
zimamera,1
wochulukitsa,1
asafere,1
mungawauzenji,1
kuwasowa,1
silidawonepo,1
lawona,1
zisakwirire,1
takolola,1
elsenhower,1
nkupemphanso,1
kumakagulanso,1
kumukhazika,1
ineeeeee,1
unditsanzike,1
sunandifonere,1
mavuvu,1
kumutonthoza,1
itsegulidwe,1
chintantimalunga,1
zobwezera,1
sitidakumanepo,1
kufunso,1
aziikamo,1
osakhulupirika,1
kumakampaniko,1
sizingakuyendere,1
amakopera,1
tikuchitanso,1
akuthamanga,1
yachisangalaloyi,1
ndidawagula,1
musikimumo,1
nkuwagawira,1
ndimachitirako,1
nkumaononga,1
ndimalembanso,1
amakuna,1
akamamvera,1
sindifuna,1
zimakamba,1
pace,1
honey,1
tikukaikira,1
atakoledwa,1
chidazizwitsa,1
chodzimangiliriracho,1
padina,1
akulendewera,1
kodzimangilira,1
kokhinyika,1
mkanakhoti,1
swazi,1
ndimatchuka,1
tandifotokozera,1
ndimagawa,1
yomwendidathandizana,1
chikumbuntima,1
ndikudzijambula,1
kuziimba,1
nairobi,1
chidandiyamba,1
choimba,1
entertainment,1
travellers,1
dash,1
chifirika,1
tosaoneka,1
akungolandira,1
nkumayeserera,1
ndichitsanzo,1
azilingalira,1
ndidzalimanso,1
ndikakolola,1
amangolingalira,1
ndimasomphenya,1
chimasowa,1
zombwe,1
lipindula,1
awauze,1
zichepetsa,1
kumalimbikitsana,1
aziphunzitsana,1
aziyenderana,1
adakapezeka,1
malemuyu,1
paulimiphungu,1
akafukufukuwa,1
mcknight,1
bets,1
mupulojeketi,1
azingolandira,1
nagawana,1
kumakambirana,1
poyesera,1
ochulukitsa,1
kumangodikira,1
choganiza,1
sizinathandize,1
akatswri,1
chilichinse,1
daimon,1
ntchtitoyi,1
nkusuntha,1
chithetsa,1
zopeweka,1
chopewa,1
ankagawa,1
wawapatsa,1
zimandivuta,1
ndikatsegulira,1
ndikunenetsa,1
simutero,1
siyidzatiuza,1
mipita,1
tikutsegulira,1
ndayamika,1
pakutsegulidwa,1
liboni,1
adaukumbira,1
mwathuwo,1
mbamba,1
moopsa,1
kungocha,1
kosayamba,1
kudzikanda,1
ndimangokhalira,1
winawo,1
kapadera,1
malamulotu,1
tilowoloke,1
tisamuvinire,1
ujatu,1
adzatsegulire,1
yasasula,1
kudazizira,1
tinakolola,1
mamwedwe,1
kachidule,1
kolimbirana,1
pamjigowo,1
izigwa,1
ipangitsa,1
ikuomba,1
chidanyala,1
yatuthu,1
wotunga,1
ingachulukitse,1
zafotera,1
angamakatungeko,1
madzilo,1
chikukulitsa,1
mosonkhanitsa,1
mongoletsa,1
azidyera,1
yamphamvuyi,1
kukudzetsa,1
mijigoko,1
tuge,1
akatchula,1
kuchemerera,1
castro,1
fidel,1
bwezani,1
adzatitemberera,1
graham,1
ndondomekozo,1
sadaikepo,1
iwathandize,1
sudalandirenso,1
utaonongeka,1
kumagwiritsidwa,1
guevera,1
kuchotsako,1
wapondedwa,1
pandilaka,1
auyambewo,1
akudzangonditsanzika,1
akatengako,1
mosuntha,1
mosasula,1
ayuda,1
iwotu,1
usachite,1
adandisiyira,1
mukadzakonza,1
zidzandikhudza,1
zisandikhudze,1
zangoti,1
chokakamira,1
sangakawakwanire,1
angapiteko,1
asuntha,1
kuwagalukira,1
padagona,1
yamalo,1
kuweterapo,1
sakuyesa,1
tizidzakambanso,1
mumasefukira,1
achokeretu,1
kukonzedwazo,1
likonzetsere,1
adzavutenso,1
sakukambatu,1
sakudya,1
mmalomo,1
akadaikwanitsa,1
amayambitsayo,1
mahala,1
kulimvetsa,1
akuluwa,1
laipa,1
zitenje,1
kuzitolera,1
litaka,1
aomberedwepo,1
adationetsanso,1
ndaphula,1
ndikawerengetsa,1
analimidwa,1
anavuta,1
lidayesetsa,1
udziwa,1
pajanso,1
amamumvetsa,1
wayaya,1
adandiyanganitsitsa,1
amandisokoneza,1
umalowa,1
osiya,1
isack,1
pakuonekanso,1
mongolanda,1
chakhunzidwa,1
asanakhale,1
wothathawa,1
kukagwidwa,1
asirikaliwo,1
itangotha,1
kachionetsero,1
kuchepera,1
sungakambe,1
mayimbidwe,1
bandi,1
atonthozana,1
paimfa,1
ataiwala,1
kamalambo,1
timatsogoza,1
akupepese,1
amakoza,1
kalambula,1
umapangaso,1
aliza,1
akadafa,1
grain,1
mwabulambya,1
uyiwale,1
zithuzi,1
amatani,1
adafatsa,1
pojambula,1
mbandi,1
mankhalu,1
saxophone,1
osatchula,1
ndiwolakwa,1
mosaopsezedwa,1
anadandaulako,1
wailing,1
matafale,1
toza,1
ndajambulako,1
wajambulirako,1
akufera,1
itapezeka,1
itadzaza,1
ndikuitanira,1
kubwira,1
mtherereka,1
ikoka,1
chidziwike,1
namasasa,1
adagonanso,1
funeral,1
loboola,1
sakatulukako,1
udamusempha,1
kugahena,1
zikutengerani,1
zifuwa,1
ayiyambayi,1
akumvana,1
tizikapepesana,1
mukufunira,1
adandikonzera,1
chifukwanso,1
kuferatu,1
ohndiye,1
mwangotsala,1
kukangozindikira,1
zomuyendera,1
kuchezerana,1
azilimbikitsana,1
adagawana,1
keupempherera,1
akulalikira,1
zingandikhudze,1
nditadzamuyenderanso,1
chophula,1
zidakhazike,1
wopweteka,1
choperekedwa,1
adziwitsidwa,1
amsonkhanowu,1
wagolosale,1
lojambula,1
tilibenso,1
zizunze,1
lakhumudwitsa,1
likulamula,1
umemeza,1
sidafikeko,1
lidachititsanso,1
zidzachitidwe,1
tikupitaku,1
kwaika,1
ifuna,1
munyenyembe,1
palichi,1
idagwayi,1
zikhalako,1
imachulukirapo,1
titatengera,1
kazisiyana,1
adalengezera,1
azanyengowa,1
adayeserako,1
jolam,1
ozunguza,1
kulongolola,1
tidamuzolowera,1
imavutirako,1
pabanjalo,1
chinthambwe,1
changopitachi,1
zingwenyengwenye,1
zipangiso,1
makhalu,1
lothetsa,1
adzagwirizane,1
mkutumula,1
osokeramo,1
finca,1
chogwiritsidwa,1
pakompyuta,1
kumayesera,1
yatchuthi,1
udazindikira,1
kwachama,1
tingapezere,1
azizilankhula,1
adzamange,1
adzakhalira,1
ndikampeze,1
ndidamupempha,1
zomuimbira,1
timauthenga,1
sanali,1
munzinda,1
kumangika,1
sidakhale,1
pikani,1
okondedwa,1
mngongole,1
khosweyo,1
anthuni,1
akatumiza,1
akapizana,1
zolota,1
zimukanike,1
nchaka,1
azidzidalira,1
adzadzigulira,1
mpologalamuyi,1
ankayesera,1
sadzapezekanso,1
lotsiriza,1
sadzalandiranso,1
udakwerera,1
sangadzakwanitsebe,1
yongopeputsa,1
kuimirapo,1
angasinthe,1
zimathandizirapo,1
zikunyamula,1
idasindikiza,1
ukuchitapo,1
adachionetsa,1
sizimadziwika,1
asatuwe,1
zizitumizidwa,1
waimbanso,1
maejenti,1
azilandirirako,1
tamutsekulira,1
ithandizira,1
chithandizochi,1
akaunthi,1
kutsekulitsa,1
posonkha,1
lomwelino,1
agawidwe,1
sakukwana,1
azikagulira,1
imapsinja,1
mtengomu,1
amayeso,1
mgiwrizano,1
opsa,1
sanabedwe,1
yobera,1
pslce,1
leaving,1
primary,1
limayendetsa,1
lokondwa,1
ndiyokwererapo,1
asadzabedwenso,1
kunyeketsa,1
adzapezekanso,1
tasankhamo,1
azidzionera,1
adamudikira,1
kufunana,1
choimbaimba,1
pakatimpakati,1
idazamitsa,1
mmigwirizano,1
ikwanire,1
siyidakwere,1
azigulira,1
pologalmu,1
wobereketsera,1
wokulitsira,1
yano,1
chagundikanso,1
zozimira,1
chathacho,1
kusamangidwa,1
asanamange,1
burnet,1
mafolofolo,1
akupupuluma,1
kamchere,1
zosatheka,1
soweto,1
pabowo,1
ngamira,1
sindinenanso,1
osasiyana,1
olemela,1
chifwirimbwiti,1
zosololazo,1
kumuzunza,1
amangapo,1
mopeza,1
chidapempha,1
uwafikire,1
apitapita,1
ndibwereza,1
umangidwenso,1
yobela,1
adapsa,1
powalembera,1
akuwathandiza,1
ozimitsira,1
ataomba,1
atajambula,1
chayenera,1
ndisanamepo,1
achire,1
ungamathire,1
zikukulira,1
sangothirapo,1
fetelezatu,1
zikalandira,1
zamisala,1
chitamponi,1
tikadye,1
mugwira,1
gongwe,1
aziyembekeza,1
kudzathetsa,1
amaganizabe,1
ikuyendetsedwera,1
ogulitsirako,1
ayuba,1
asumira,1
mutibwezere,1
wokwerayo,1
simudaonepo,1
nkuthamanga,1
ilakwe,1
nthwani,1
tikazindikira,1
tikaloza,1
pachangu,1
zamchitini,1
amapanikizana,1
folofolo,1
timawakakamiza,1
itawapempha,1
anachititsa,1
kupanikizika,1
nthenthe,1
sitidazolowere,1
lodzipha,1
amachotsadi,1
akalingalira,1
adzipha,1
yachimanga,1
silidaikenso,1
zikungooneka,1
mwachisanzo,1
mzisakasa,1
mmilaga,1
tephrosia,1
zizigwiritsa,1
nkuwubweretsa,1
mabajeti,1
amangoopseza,1
zodziphera,1
sadzipha,1
sagawira,1
psychiatrist,1
zakaganizidwe,1
kuukiridwa,1
lamsanga,1
amakadandaula,1
ndizochepa,1
chinoyo,1
silidamange,1
kuibzala,1
agroforestry,1
agroforesry,1
angodzipha,1
machano,1
cajanus,1
sesbania,1
zaperewera,1
laperekako,1
likuwonjezera,1
makeyo,1
nkhasako,1
udathawira,1
chigonere,1
yotchezera,1
kuwapumphuntha,1
atawalumira,1
eveter,1
lokumbakumba,1
apumphuntha,1
ntchitokwenikweni,1
chitupile,1
kuyamwanso,1
kuwusunga,1
pomweso,1
kakulidweka,1
asanabzalenso,1
zidawonjezekera,1
yopindulitsa,1
faidherbia,1
lapindula,1
akumagwiranso,1
paonkha,1
odziyimira,1
adawaphunzitsa,1
chotsata,1
kuipeza,1
yamitengoyi,1
amabzala,1
ndikumuthandiza,1
adandithawa,1
muwakonze,1
akakakuuzani,1
akukulodzani,1
kumuonetseratu,1
kukufunsani,1
okweza,1
kungokusokonezani,1
chisakukhudzeni,1
mulimbikire,1
mudatengana,1
mwangobenthula,1
ndiyovuta,1
yomangosinthana,1
muyeneranso,1
mukangopusitsidwa,1
akakumbuka,1
imaseketsabe,1
aziwakonda,1
asaadzakwatire,1
moyowu,1
kudzagamula,1
zikangogundika,1
kukutayani,1
ndikumuchitira,1
mchakudya,1
adandiikira,1
adandiuzapo,1
amandichita,1
mumapereka,1
amandilodza,1
wobera,1
ndimamuuziratu,1
simunatambasule,1
pachitengwa,1
ankoswe,1
zowerengeramo,1
sizifikira,1
kuwerengeramo,1
yophunzirira,1
angadzakuvuteni,1
podzikhweza,1
amadzipha,1
odzikhweza,1
kazi,1
simudzavutika,1
dzilimbikireni,1
nchimasomaso,1
mkukwatira,1
amadzichotsera,1
akukutayani,1
ungadzamange,1
yodziwira,1
chibwenzitu,1
nchibwenzi,1
wamutaya,1
zakavuta,1
zingono,1
ndisanakupatsireni,1
hrep,1
zitalondolozedwa,1
sizigwira,1
unduwa,1
ndimalemekeza,1
ndikamaika,1
ikundikhudza,1
ndinenepo,1
mlaga,1
wapageti,1
vruuuu,1
kudzaponda,1
akuliza,1
amataitsa,1
sindidzaoneranso,1
ndidaimika,1
angatuluke,1
amachitcha,1
padakhala,1
kudzapititsa,1
marivesi,1
ndikukhoma,1
ndiyendetse,1
adalawa,1
tamekiyo,1
tikadacheza,1
vilombo,1
kufwala,1
amadzipaka,1
mungamvere,1
tingamamvere,1
sidanunkhire,1
adzafika,1
akatsegule,1
tomweto,1
filimuzi,1
ndilekeretu,1
yandichititsa,1
tinkaonera,1
muonera,1
geti,1
wageti,1
abzaleko,1
wokagona,1
ojambulira,1
chinkatchedwa,1
tatifotokozerani,1
mchikwamamu,1
akungowerenga,1
ndayandikana,1
tameki,1
akundiwerengetsa,1
atasauka,1
timasaka,1
akadzatulutsidwa,1
zidzadziwika,1
usapereke,1
akhamukire,1
atalamula,1
lakewo,1
adathiramo,1
adaphika,1
mfilimuyo,1
sindingachite,1
doom,1
atandithira,1
ndinangolemba,1
pamiyendo,1
adamudumpha,1
ndidakwanitsa,1
ndimadzachigwiranso,1
adadumpha,1
amanyansidwa,1
mzibamboyo,1
ankasunzumira,1
chinkandichititsa,1
mstikana,1
awandawa,1
makombola,1
mabaluni,1
sangachisowe,1
khrisimasiyi,1
zimandisempha,1
hilidawa,1
thiwi,1
adathawiranji,1
zikuonekeratuzi,1
mufunanso,1
mudaliko,1
lalandilidwa,1
adzuma,1
zikukhamukira,1
nkutsetserekera,1
akuwatchula,1
anditumizira,1
govala,1
mukandithandize,1
zitawachitira,1
poboola,1
utawasempha,1
asanalande,1
idzaluzire,1
idayala,1
adandinongoneza,1
mwamwa,1
kufwenthera,1
sikuzungulira,1
tidzapanga,1
tidzaukambire,1
ngamisala,1
makhrisimasi,1
lilongosole,1
akadangoti,1
zidzasemphane,1
asadzazingwe,1
nkuthamangitsa,1
likadachita,1
kuwamvetsetsa,1
kumayamika,1
zingagwirizane,1
sipakufunika,1
lachedwa,1
ikadasintha,1
nchizolowezi,1
tidachigulitsa,1
chikukagwidwa,1
chikugulitsidwira,1
silidakonzekere,1
sindikulalikira,1
ufunika,1
sindizitengera,1
izotu,1
asadabadwe,1
nkwanga,1
kucheuka,1
ndimapuma,1
inakula,1
pakuyeneranso,1
lakhwimitsa,1
silidagwire,1
idalakwika,1
adakhazikike,1
mulongosole,1
mwasankha,1
adatokosa,1
ndingothokoza,1
kumugona,1
asinthitse,1
matthias,1
adasimba,1
pitchers,1
kuthima,1
nankwana,1
chatsopanoch,1
owopa,1
ndinkalakalaka,1
amada,1
nchisangalalo,1
nkudzalekana,1
salotako,1
zokasambira,1
adaiwala,1
amachoketra,1
amandipatsiratu,1
amandigula,1
maolanje,1
mbandezo,1
zokwatitsakwatitsa,1
zamakolo,1
ndidakachita,1
kokanena,1
ndidawasiya,1
idasokonezeka,1
akasambire,1
adakagwera,1
seyani,1
adawakonzera,1
yokatola,1
yadzuwa,1
adandimvetsetsa,1
akaganiza,1
sakuchimvetsetsa,1
kudzatseka,1
adamumenya,1
sharat,1
adandionongeranso,1
adandikuta,1
sinkadachitira,1
nditangotenga,1
ndithandiza,1
adayakiratu,1
wasakazidwa,1
atasakazidwa,1
alowenso,1
kasambarayo,1
nkulamula,1
itangokwana,1
akungoyenda,1
mawonekedwe,1
amamusangalatsa,1
andinyoza,1
bowa,1
pagolosaleyo,1
mosonkha,1
poba,1
makhiringa,1
adapatirapo,1
wofotokoza,1
nkuwaphaphalitsa,1
kuwakwapula,1
asungidwebe,1
clemence,1
auzius,1
yamnzake,1
saiti,1
mpokwa,1
akauze,1
zobiriwira,1
atapoperedwa,1
kutigonjetsa,1
tachabe,1
adzafune,1
ndidatengera,1
mbomala,1
kumankira,1
kukomako,1
ukasakaniza,1
ngambayo,1
kudzabzalanso,1
yapitirira,1
ntizilombo,1
mukulipeza,1
chongodandaulitsa,1
lisadagonjetsedwe,1
ndiwodziwa,1
pammene,1
achigwa,1
likafikanso,1
kwaitana,1
patterson,1
zisatayitse,1
kuchigulitsa,1
poponya,1
tikafika,1
havala,1
kabwere,1
mamphanda,1
wazamalimidwe,1
ndinkachita,1
wongoyeserera,1
adatswirika,1
muulimiwu,1
ndidagwirako,1
wagwirako,1
ndidziwe,1
ngambayi,1
ankandilimbikitsa,1
phil,1
sufuna,1
kudzimva,1
wogwidwayo,1
loyimilira,1
yawoyi,1
opopera,1
ndidzamuposa,1
zanyala,1
ntchemberezandondazi,1
mlomwa,1
ikulingalira,1
lisatengeke,1
isagulitse,1
yosakanizira,1
ndidalowetsamo,1
sizimasintha,1
banton,1
siyifwifwa,1
uptown,1
ndidaliyambitsa,1
amakutcha,1
wothyapa,1
asamaphwanye,1
akadaunika,1
ankakuthandiza,1
amagulitsana,1
kwakwe,1
adapezekako,1
itathawa,1
idathawa,1
imakawa,1
ikukawa,1
sadatekeseke,1
chithumwachi,1
nchokawira,1
ankachitika,1
afokotokoze,1
amalondawa,1
wachikazi,1
mukumbukira,1
zagendedwapo,1
chimakawa,1
pakasungidwe,1
ndakula,1
chotengera,1
umalotazo,1
ukadzuka,1
udadzadza,1
tiuonetsere,1
ayankhulepo,1
aikana,1
yopezeka,1
adzayankhe,1
adzalowanso,1
tenson,1
itaimitsidwa,1
adaomba,1
ndivomere,1
tidayambiranso,1
adandilipiritsa,1
mmiyendomu,1
machubu,1
kochita,1
kumulipitsa,1
adamenyedwapo,1
idakatikita,1
zathunso,1
chigonjerreni,1
lobamba,1
somhlolo,1
aphane,1
buu,1
avomerezedwa,1
adakamutsitsa,1
maheuwo,1
kuphophola,1
akugendedwa,1
kuchitiramo,1
akamagwira,1
akumamenyedwa,1
sadalandirepo,1
iwaganizire,1
akuwachitira,1
akukumbukiranso,1
midadada,1
macpherson,1
chikonde,1
chikutheka,1
azachitukuko,1
maheu,1
nsapatozo,1
adamulandawo,1
ankhanzaamalonda,1
akamabereka,1
masoko,1
ukhungu,1
adziteteze,1
ochiritsa,1
amabereketsa,1
mudasiyiranji,1
rubeni,1
zidadabwitsanso,1
kumunenera,1
lg,1
masipika,1
adakasokolotsa,1
pondani,1
idakaswanso,1
zakugolosale,1
ndidabadwitsako,1
timamusambitsa,1
wotsalayo,1
uziona,1
lomwaliralo,1
tikamaika,1
amamwaliranso,1
wotsala,1
umangoona,1
sadzaberekanso,1
amakaikidwa,1
sadatenthetsedwe,1
chonchino,1
kutolatola,1
lamuthowa,1
mlamba,1
woterera,1
akalira,1
kutalikiranako,1
tinkangomva,1
kozi,1
adakapanga,1
ndinkagwirizana,1
zidabzala,1
mpondepo,1
matilesi,1
kamndaya,1
ankasewerera,1
kuumwana,1
silinabwezeretse,1
ndikumawatengera,1
ndikumaweruza,1
angawalankhule,1
kwale,1
kugonekerana,1
laputopu,1
jika,1
adaphwanyanso,1
majiga,1
habib,1
khadija,1
yosowetsa,1
sikudafufute,1
yochotsedwayo,1
asabwezeretse,1
limuvomere,1
kandengwe,1
adaliralira,1
kusatakula,1
nkukumbukira,1
ankaganiziranabe,1
imaganiziridwa,1
adamutayira,1
loyandikira,1
isaonekere,1
amaphimba,1
mukamadyera,1
timadyera,1
inasowa,1
adamumwera,1
adzasamba,1
akugonja,1
ikusinjana,1
ipitiriranso,1
minyamayi,1
idapunthidwa,1
isadaone,1
chinambala,1
lidazolowera,1
oberekabereka,1
nkumataya,1
akumauseweretsa,1
yalekaleka,1
akukangana,1
kobisa,1
adakulakwitsani,1
pachulupo,1
awirinu,1
atakamupima,1
chibayo,1
adakamwalira,1
idakanena,1
kulirako,1
chulucho,1
kuteketa,1
kupepesana,1
kulambira,1
yaitananso,1
ipumunthane,1
lilongwenso,1
iswane,1
amangolankhula,1
limavuta,1
agawanike,1
kutambalala,1
umayenerabe,1
atakukakamiza,1
wakukakamiza,1
chokhwinyata,1
chotambalala,1
kumakumbuka,1
kumupatsira,1
osapinda,1
silidapezebe,1
abagwirizira,1
khalansala,1
limubwezeretse,1
silidabwezeretse,1
lidathotha,1
akuitsogolera,1
mongokumbutsana,1
wangobwera,1
adzamwa,1
pakonzedwa,1
simudzadyanso,1
zitanthauza,1
pagome,1
mumaperekera,1
achewayi,1
iteteze,1
zimandiwawa,1
kunseku,1
swini,1
zicco,1
chikoti,1
chiyesa,1
jeremani,1
nkuthiridwa,1
utazirala,1
agwirizire,1
amubwezeretse,1
zimenezotu,1
simunamvepo,1
kuwaputa,1
mzuzuko,1
ndathedwa,1
lidzabwerera,1
adamumenyanso,1
yotuta,1
chiwamba,1
kalioni,1
stanly,1
idangokwanitsa,1
sidachite,1
ankandiuza,1
apaubale,1
mbombela,1
ankanyamuka,1
tikapeze,1
ndawatenga,1
angalowe,1
siligwira,1
ndimakana,1
